Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Bern;3011;0;Bern;351;BE;7.4479578;46.9472390;de
Bern;3012;0;Bern;351;BE;7.4260248;46.9615840;de
Bern;3013;0;Bern;351;BE;7.4462007;46.9562089;de
Bern;3014;0;Bern;351;BE;7.4584098;46.9621997;de
Bern;3015;0;Bern;351;BE;7.4848084;46.9402084;de
Bern;3018;0;Bern;351;BE;7.3891126;46.9338888;de
Bern;3019;0;Bern;351;BE;7.3479519;46.9309826;de
Bern;3020;0;Bern;351;BE;7.3208733;46.9370799;de
Bern;3027;0;Bern;351;BE;7.3870223;46.9555525;de
Bolligen;3065;0;Bolligen;352;BE;7.4962746;46.9750319;de
Bremgarten b. Bern;3047;0;Bremgarten bei Bern;353;BE;7.4343460;46.9785194;de
Herrenschwanden;3037;0;Kirchlindach;354;BE;7.4182986;46.9782280;de
Kirchlindach;3038;0;Kirchlindach;354;BE;7.4142984;46.9996559;de
Wabern;3084;0;Köniz;355;BE;7.4495348;46.9285875;de
Spiegel b. Bern;3095;0;Köniz;355;BE;7.4329343;46.9255670;de
Liebefeld;3097;0;Köniz;355;BE;7.4157816;46.9297261;de
Köniz;3098;0;Köniz;355;BE;7.4134205;46.9211107;de
Köniz;3098;0;Köniz;355;BE;7.4352724;46.9303593;de
Schliern b. Köniz;3098;1;Köniz;355;BE;7.4161257;46.9092424;de
Gasel;3144;0;Köniz;355;BE;7.4007276;46.9008717;de
Niederscherli;3145;0;Köniz;355;BE;7.3855122;46.8856702;de
Mittelhäusern;3147;0;Köniz;355;BE;7.3680021;46.8764720;de
Niederwangen b. Bern;3172;0;Köniz;355;BE;7.3768837;46.9258686;de
Oberwangen b. Bern;3173;0;Köniz;355;BE;7.3611578;46.9158562;de
Thörishaus;3174;0;Köniz;355;BE;7.3517958;46.8940498;de
Gümligen;3073;0;Muri bei Bern;356;BE;7.5092683;46.9350510;de
Muri b. Bern;3074;0;Muri bei Bern;356;BE;7.4884817;46.9283691;de
Oberbalm;3096;0;Oberbalm;357;BE;7.4046249;46.8729673;de
Stettlen;3066;0;Stettlen;358;BE;7.5225960;46.9591385;de
Boll;3067;0;Vechigen;359;BE;7.5476095;46.9535274;de
Utzigen;3068;0;Vechigen;359;BE;7.5646645;46.9608181;de
Hinterkappelen;3032;0;Wohlen bei Bern;360;BE;7.3774575;46.9678906;de
Wohlen b. Bern;3033;0;Wohlen bei Bern;360;BE;7.3556712;46.9706161;de
Murzelen;3034;0;Wohlen bei Bern;360;BE;7.3148352;46.9817904;de
Uettligen;3043;0;Wohlen bei Bern;360;BE;7.3856886;46.9872832;de
Innerberg;3044;2;Wohlen bei Bern;360;BE;7.3094983;46.9953184;de
Säriswil;3049;0;Wohlen bei Bern;360;BE;7.3341692;46.9917912;de
Zollikofen;3052;0;Zollikofen;361;BE;7.4614197;46.9929035;de
Worblaufen;3048;0;Ittigen;362;BE;7.4576654;46.9787977;de
Ittigen;3063;0;Ittigen;362;BE;7.4798716;46.9752637;de
Ostermundigen;3072;0;Ostermundigen;363;BE;7.4870304;46.9566288;de
Biel/Bienne;2502;0;Biel/Bienne;371;BE;7.2457251;47.1419839;de
Biel/Bienne;2503;0;Biel/Bienne;371;BE;7.2585539;47.1316858;de
Biel/Bienne;2504;0;Biel/Bienne;371;BE;7.2826511;47.1563284;de
Biel/Bienne;2505;0;Biel/Bienne;371;BE;7.2174490;47.1336984;de
Magglingen/Macolin;2532;0;Evilard;372;BE;7.2167054;47.1420578;fr
Evilard;2533;0;Evilard;372;BE;7.2396250;47.1498150;fr
Arch;3296;0;Arch;381;BE;7.4275230;47.1638591;de
Büetigen;3263;0;Büetigen;382;BE;7.3411901;47.1065701;de
Büren an der Aare;3294;0;Büren an der Aare;383;BE;7.3740610;47.1398935;de
Diessbach b. Büren;3264;0;Diessbach bei Büren;385;BE;7.3655113;47.1069168;de
Dotzigen;3293;0;Dotzigen;386;BE;7.3434229;47.1209397;de
Lengnau BE;2543;0;Lengnau (BE);387;BE;7.3691783;47.1823757;de
Leuzigen;3297;0;Leuzigen;388;BE;7.4543679;47.1731467;de
Meienried;3294;2;Meienried;389;BE;7.3413715;47.1386800;de
Meinisberg;2554;0;Meinisberg;390;BE;7.3489959;47.1617407;de
Oberwil b. Büren;3298;0;Oberwil bei Büren;391;BE;7.4093161;47.1270123;de
Pieterlen;2542;0;Pieterlen;392;BE;7.3282746;47.1741264;de
Rüti b. Büren;3295;0;Rüti bei Büren;393;BE;7.4069380;47.1544693;de
Wengi b. Büren;3251;0;Wengi;394;BE;7.3952662;47.0840964;de
Aefligen;3426;0;Aefligen;401;BE;7.5517453;47.0957129;de
Alchenstorf;3473;0;Alchenstorf;402;BE;7.6393261;47.1263300;de
Bäriswil BE;3323;0;Bäriswil;403;BE;7.5337285;47.0174903;de
Burgdorf;3400;0;Burgdorf;404;BE;7.6246616;47.0565253;de
Ersigen;3423;0;Ersigen;405;BE;7.5926619;47.0955725;de
Niederösch;3424;0;Ersigen;405;BE;7.6123346;47.1163978;de
Oberösch;3424;2;Ersigen;405;BE;7.6080478;47.1095512;de
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;406;BE;7.6465130;47.0164357;de
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;406;BE;7.6562977;46.9954468;de
Biembach im Emmental;3419;0;Hasle bei Burgdorf;406;BE;7.6161702;46.9931795;de
Heimiswil;3412;0;Heimiswil;407;BE;7.6599268;47.0648021;de
Kaltacker;3413;0;Heimiswil;407;BE;7.6756015;47.0767726;de
Hellsau;3429;3;Hellsau;408;BE;7.6517487;47.1458251;de
Hindelbank;3324;0;Hindelbank;409;BE;7.5400339;47.0417690;de
Höchstetten;3429;2;Höchstetten;410;BE;7.6313390;47.1450550;de
Kernenried;3309;0;Kernenried;411;BE;7.5498719;47.0698069;de
Kirchberg BE;3422;0;Kirchberg (BE);412;BE;7.5934875;47.0829480;de
Koppigen;3425;0;Koppigen;413;BE;7.5955445;47.1332219;de
Hettiswil b. Hindelbank;3325;0;Krauchthal;414;BE;7.5541806;47.0290035;de
Krauchthal;3326;0;Krauchthal;414;BE;7.5685167;47.0089849;de
Lyssach;3421;0;Lyssach;415;BE;7.5808717;47.0632969;de
Mötschwil;3324;2;Hindelbank;409;BE;7.5674004;47.0488302;de
Oberburg;3414;0;Oberburg;418;BE;7.6204781;47.0394801;de
Lyssach;3421;0;Oberburg;418;BE;7.5932974;47.0486468;de
Rüdtligen;3422;1;Rüdtligen-Alchenflüh;420;BE;7.5661415;47.0862505;de
Alchenflüh;3422;2;Rüdtligen-Alchenflüh;420;BE;7.5774024;47.0818858;de
Rumendingen;3472;2;Rumendingen;421;BE;7.6394110;47.1058839;de
Rüti b. Lyssach;3421;2;Rüti bei Lyssach;422;BE;7.5769109;47.0566478;de
Willadingen;3425;2;Willadingen;423;BE;7.6111153;47.1466750;de
Wynigen;3472;0;Wynigen;424;BE;7.6666807;47.1061153;de
Rüedisbach;3474;0;Wynigen;424;BE;7.7040812;47.1179940;de
Corgémont;2606;0;Corgémont;431;BE;7.1408393;47.1942454;fr
Mont-Crosin;2610;4;Cormoret;432;BE;7.0353996;47.1840981;fr
Cormoret;2612;0;Cormoret;432;BE;7.0540877;47.1728985;fr
Cortébert;2607;0;Cortébert;433;BE;7.1066651;47.1915903;fr
Montagne-de-Courtelary;2608;2;Cortébert;433;BE;7.1156327;47.1704120;fr
Courtelary;2608;0;Courtelary;434;BE;7.0692292;47.1802009;fr
La Ferrière;2333;0;La Ferrière;435;BE;6.8943337;47.1410426;fr
Mont-Tramelan;2723;0;Mont-Tramelan;437;BE;7.0533772;47.2078228;fr
Orvin;2534;0;Orvin;438;BE;7.2163793;47.1591448;fr
Les Prés-d'Orvin;2534;2;Orvin;438;BE;7.1736894;47.1535601;fr
Renan BE;2616;0;Renan (BE);441;BE;6.9290781;47.1271484;fr
Romont BE;2538;0;Romont (BE);442;BE;7.3403812;47.1888645;fr
St-Imier;2610;0;Saint-Imier;443;BE;6.9967133;47.1525946;fr
Mont-Soleil;2610;2;Saint-Imier;443;BE;6.9867625;47.1596945;fr
Les Pontins;2610;3;Saint-Imier;443;BE;6.9967214;47.1315298;fr
Sonceboz-Sombeval;2605;0;Sonceboz-Sombeval;444;BE;7.1685741;47.1950829;fr
Sonvilier;2615;0;Sonvilier;445;BE;6.9643286;47.1399817;fr
Montagne-de-Sonvilier;2615;2;Sonvilier;445;BE;6.9468313;47.1209304;fr
Tramelan;2720;0;Tramelan;446;BE;7.0971738;47.2231320;fr
Les Reussilles;2722;0;Tramelan;446;BE;7.0825195;47.2243006;fr
Villeret;2613;0;Villeret;448;BE;7.0172349;47.1564463;fr
Frinvillier;2535;0;Sauge;449;BE;7.2574101;47.1695320;fr
Plagne;2536;0;Sauge;449;BE;7.2873942;47.1883888;fr
Vauffelin;2537;0;Sauge;449;BE;7.3033478;47.1870192;fr
Péry;2603;0;Péry-La Heutte;450;BE;7.2495423;47.1949489;fr
La Heutte;2604;0;Péry-La Heutte;450;BE;7.2246915;47.1896856;fr
Brüttelen;3237;0;Brüttelen;491;BE;7.1474086;47.0223210;de
Erlach;3235;0;Erlach;492;BE;7.0953796;47.0419874;de
Finsterhennen;2577;2;Finsterhennen;493;BE;7.1783661;47.0260188;de
Gals;3238;0;Gals;494;BE;7.0496416;47.0278516;de
Gampelen;3236;0;Gampelen;495;BE;7.0592346;47.0145921;de
Ins;3232;0;Ins;496;BE;7.1019165;47.0090962;de
Lüscherz;2576;0;Lüscherz;497;BE;7.1515513;47.0466518;de
Müntschemier;3225;0;Müntschemier;498;BE;7.1421160;46.9933706;de
Siselen BE;2577;0;Siselen;499;BE;7.1882827;47.0312903;de
Treiten;3226;0;Treiten;500;BE;7.1609448;47.0090743;de
Tschugg;3233;0;Tschugg;501;BE;7.0760344;47.0268161;de
Vinelz;3234;0;Vinelz;502;BE;7.1112464;47.0337887;de
Bätterkinden;3315;0;Bätterkinden;533;BE;7.5403407;47.1289938;de
Kräiligen;3315;1;Bätterkinden;533;BE;7.5332594;47.1493214;de
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;535;BE;7.4536517;47.0373415;de
Diemerswil;3053;3;Diemerswil;536;BE;7.4279209;47.0190821;de
Etzelkofen;3306;0;Fraubrunnen;538;BE;7.4806441;47.0844704;de
Grafenried;3308;0;Fraubrunnen;538;BE;7.5147129;47.0765384;de
Zauggenried;3309;2;Fraubrunnen;538;BE;7.5409357;47.0731889;de
Fraubrunnen;3312;0;Fraubrunnen;538;BE;7.5168914;47.0841078;de
Büren zum Hof;3313;0;Fraubrunnen;538;BE;7.5137349;47.0957800;de
Schalunen;3314;0;Fraubrunnen;538;BE;7.5244394;47.1103760;de
Limpach;3317;0;Fraubrunnen;538;BE;7.4978730;47.1076880;de
Mülchi;3317;1;Fraubrunnen;538;BE;7.4736408;47.1017872;de
Jegenstorf;3303;0;Jegenstorf;540;BE;7.5070003;47.0502308;de
Münchringen;3303;2;Jegenstorf;540;BE;7.5221914;47.0461967;de
Ballmoos;3303;4;Jegenstorf;540;BE;7.4758609;47.0404882;de
Scheunen;3305;2;Jegenstorf;540;BE;7.4546819;47.0701100;de
Iffwil;3305;0;Iffwil;541;BE;7.4782341;47.0640150;de
Mattstetten;3322;1;Mattstetten;543;BE;7.5137614;47.0299340;de
Moosseedorf;3302;0;Moosseedorf;544;BE;7.4822096;47.0175195;de
Münchenbuchsee;3053;0;Münchenbuchsee;546;BE;7.4460154;47.0217040;de
Urtenen-Schönbühl;3322;0;Urtenen-Schönbühl;551;BE;7.4998979;47.0255662;de
Utzenstorf;3427;0;Utzenstorf;552;BE;7.5572800;47.1268097;de
Wiggiswil;3053;4;Wiggiswil;553;BE;7.4708645;47.0313142;de
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;554;BE;7.5558443;47.1523716;de
Zielebach;4564;1;Zielebach;556;BE;7.5729601;47.1595840;de
Zuzwil BE;3303;3;Zuzwil (BE);557;BE;7.4715739;47.0513369;de
Adelboden;3715;0;Adelboden;561;BE;7.5588218;46.4929114;de
Aeschi b. Spiez;3703;0;Aeschi bei Spiez;562;BE;7.6944264;46.6599140;de
Aeschiried;3703;41;Aeschi bei Spiez;562;BE;7.7255606;46.6452470;de
Emdthal;3711;0;Aeschi bei Spiez;562;BE;7.6836881;46.6549344;de
Frutigen;3714;0;Frutigen;563;BE;7.6427192;46.5880798;de
Ried (Frutigen);3724;0;Frutigen;563;BE;7.6118580;46.5642540;de
Achseten;3725;0;Frutigen;563;BE;7.5984183;46.5270160;de
Kandergrund;3716;0;Kandergrund;564;BE;7.6629938;46.5456377;de
Blausee-Mitholz;3717;0;Kandergrund;564;BE;7.6753888;46.5289145;de
Kandersteg;3718;0;Kandersteg;565;BE;7.6747237;46.4946675;de
Krattigen;3704;0;Krattigen;566;BE;7.7207482;46.6583521;de
Mülenen;3711;2;Reichenbach im Kandertal;567;BE;7.6930169;46.6380601;de
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;567;BE;7.6940473;46.6261533;de
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;567;BE;7.6628432;46.6095801;de
Scharnachtal;3722;0;Reichenbach im Kandertal;567;BE;7.6981207;46.6148734;de
Kiental;3723;0;Reichenbach im Kandertal;567;BE;7.7243790;46.5894047;de
Sundlauenen;3800;5;Beatenberg;571;BE;7.7955659;46.6874872;de
Beatenberg;3803;0;Beatenberg;571;BE;7.7907854;46.6960068;de
Bönigen b. Interlaken;3806;0;Bönigen;572;BE;7.9004875;46.6840300;de
Brienz BE;3855;0;Brienz (BE);573;BE;8.0235288;46.7562290;de
Axalp;3855;1;Brienz (BE);573;BE;8.0383062;46.7214386;de
Brienzwiler;3856;0;Brienzwiler;574;BE;8.0989368;46.7501611;de
Därligen;3707;0;Därligen;575;BE;7.8079440;46.6616155;de
Burglauenen;3816;1;Grindelwald;576;BE;7.9780891;46.6379282;de
Grindelwald;3818;0;Grindelwald;576;BE;8.0458435;46.6247573;de
Gsteigwiler;3814;0;Gsteigwiler;577;BE;7.8788210;46.6545758;de
Interlaken;3800;0;Gündlischwand;578;BE;7.9102173;46.6523432;de
Zweilütschinen;3815;0;Gündlischwand;578;BE;7.8999125;46.6329352;de
Gündlischwand;3815;2;Gündlischwand;578;BE;7.9117841;46.6342520;de
Habkern;3804;0;Habkern;579;BE;7.8627648;46.7251252;de
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;580;BE;8.0713642;46.7539815;de
Interlaken;3800;0;Interlaken;581;BE;7.8628703;46.6868930;de
Iseltwald;3807;0;Iseltwald;582;BE;7.9647477;46.7096492;de
Lauterbrunnen;3822;0;Lauterbrunnen;584;BE;7.9086193;46.5927493;de
Isenfluh;3822;2;Lauterbrunnen;584;BE;7.8956282;46.6202476;de
Wengen;3823;0;Lauterbrunnen;584;BE;7.9193472;46.6072265;de
Kleine Scheidegg;3823;1;Lauterbrunnen;584;BE;7.9605118;46.5850959;de
Eigergletscher;3823;2;Lauterbrunnen;584;BE;7.9738310;46.5749302;de
Stechelberg;3824;0;Lauterbrunnen;584;BE;7.9015923;46.5480702;de
Mürren;3825;0;Lauterbrunnen;584;BE;7.8945302;46.5605579;de
Gimmelwald;3826;0;Lauterbrunnen;584;BE;7.8932988;46.5470955;de
Leissigen;3706;0;Leissigen;585;BE;7.7728629;46.6549730;de
Lütschental;3816;0;Lütschental;586;BE;7.9487959;46.6370888;de
Matten b. Interlaken;3800;3;Matten bei Interlaken;587;BE;7.8697149;46.6772718;de
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;588;BE;7.9293990;46.7167168;de
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;589;BE;7.9567088;46.7379684;de
Goldswil b. Interlaken;3805;0;Ringgenberg (BE);590;BE;7.8802732;46.6965847;de
Ringgenberg BE;3852;0;Ringgenberg (BE);590;BE;7.8964981;46.7008606;de
Saxeten;3813;0;Saxeten;591;BE;7.8309799;46.6365292;de
Schwanden b. Brienz;3855;41;Schwanden bei Brienz;592;BE;8.0583217;46.7572759;de
Unterseen;3800;2;Unterseen;593;BE;7.8495401;46.6876214;de
Wilderswil;3812;0;Wilderswil;594;BE;7.8694806;46.6660860;de
Arni BE;3508;0;Arni (BE);602;BE;7.6680928;46.9361151;de
Biglen;3507;0;Biglen;603;BE;7.6288649;46.9299762;de
Bowil;3533;0;Bowil;605;BE;7.6950023;46.8930366;de
Brenzikofen;3671;0;Brenzikofen;606;BE;7.6137815;46.8161389;de
Freimettigen;3510;8;Freimettigen;607;BE;7.6273833;46.8679486;de
Schlosswil;3082;0;Grosshöchstetten;608;BE;7.6117077;46.9086934;de
Grosshöchstetten;3506;0;Grosshöchstetten;608;BE;7.6416542;46.9070749;de
Häutligen;3510;9;Häutligen;609;BE;7.6067041;46.8575987;de
Herbligen;3671;2;Herbligen;610;BE;7.6081840;46.8273110;de
Kiesen;3629;0;Kiesen;611;BE;7.5754305;46.8194555;de
Gysenstein;3503;0;Konolfingen;612;BE;7.5947824;46.8895728;de
Konolfingen;3510;0;Konolfingen;612;BE;7.6194687;46.8781692;de
Obergoldbach;3434;0;Landiswil;613;BE;7.6728206;46.9606023;de
Landiswil;3434;1;Landiswil;613;BE;7.6800127;46.9583767;de
Linden;3673;0;Linden;614;BE;7.6771749;46.8472383;de
Mirchel;3532;2;Mirchel;615;BE;7.6472244;46.8956160;de
Trimstein;3083;0;Münsingen;616;BE;7.5800433;46.9057187;de
Münsingen;3110;0;Münsingen;616;BE;7.5553720;46.8764525;de
Tägertschi;3111;0;Münsingen;616;BE;7.5865726;46.8740009;de
Niederhünigen;3504;0;Niederhünigen;617;BE;7.6365027;46.8778483;de
Oberdiessbach;3672;0;Oberdiessbach;619;BE;7.6237601;46.8381540;de
Aeschlen b. Oberdiessbach;3672;2;Oberdiessbach;619;BE;7.6464689;46.8375431;de
Bleiken b. Oberdiessbach;3674;0;Oberdiessbach;619;BE;7.6388769;46.8162466;de
Oberthal;3531;0;Oberthal;620;BE;7.6748529;46.9166373;de
Oppligen;3629;2;Oppligen;622;BE;7.5948400;46.8200572;de
Rubigen;3113;0;Rubigen;623;BE;7.5492462;46.8979149;de
Walkringen;3512;0;Walkringen;626;BE;7.6148257;46.9480400;de
Bigenthal;3513;0;Walkringen;626;BE;7.6234440;46.9656603;de
Rüfenacht BE;3075;0;Worb;627;BE;7.5385179;46.9297080;de
Vielbringen b. Worb;3075;2;Worb;627;BE;7.5490837;46.9153248;de
Worb;3076;0;Worb;627;BE;7.5643174;46.9301424;de
Enggistein;3077;0;Worb;627;BE;7.5968968;46.9321909;de
Richigen;3078;0;Worb;627;BE;7.5869093;46.9189504;de
Zäziwil;3532;0;Zäziwil;628;BE;7.6610853;46.9024460;de
Oberhünigen;3504;2;Oberhünigen;629;BE;7.6585591;46.8797401;de
Allmendingen b. Bern;3112;0;Allmendingen;630;BE;7.5241340;46.9147798;de
Wichtrach;3114;0;Wichtrach;632;BE;7.5794367;46.8455266;de
Clavaleyres;1595;2;Clavaleyres;661;BE;7.0912561;46.8994578;de
Rizenbach;3206;0;Ferenbalm;662;BE;7.2270871;46.9434863;de
Ferenbalm;3206;1;Ferenbalm;662;BE;7.2114468;46.9483425;de
Biberen;3206;3;Ferenbalm;662;BE;7.2120395;46.9400604;de
Gammen;3206;4;Ferenbalm;662;BE;7.2283707;46.9204490;de
Frauenkappelen;3202;0;Frauenkappelen;663;BE;7.3376515;46.9556546;de
Gurbrü;3208;0;Gurbrü;665;BE;7.2180548;46.9641009;de
Kriechenwil;3179;0;Kriechenwil;666;BE;7.2267845;46.9107808;de
Laupen BE;3177;0;Laupen;667;BE;7.2407935;46.9029360;de
Mühleberg;3203;0;Mühleberg;668;BE;7.2619414;46.9538038;de
Rosshäusern;3204;0;Mühleberg;668;BE;7.2758608;46.9335364;de
Gümmenen;3205;0;Mühleberg;668;BE;7.2493708;46.9438826;de
Münchenwiler;1797;0;Münchenwiler;669;BE;7.1263436;46.9117369;de
Neuenegg;3176;0;Neuenegg;670;BE;7.2984936;46.8971133;de
Wileroltigen;3207;0;Wileroltigen;671;BE;7.2388536;46.9708055;de
Belprahon;2744;0;Belprahon;681;BE;7.4058857;47.2863533;fr
Champoz;2735;3;Champoz;683;BE;7.2985575;47.2555502;fr
Corcelles BE;2747;0;Corcelles (BE);687;BE;7.4550176;47.2854558;fr
Court;2738;0;Court;690;BE;7.3322068;47.2399632;fr
Crémines;2746;0;Crémines;691;BE;7.4390858;47.2842155;fr
Eschert;2743;0;Eschert;692;BE;7.3988457;47.2755927;fr
Grandval;2745;0;Grandval;694;BE;7.4252241;47.2834451;fr
Loveresse;2732;4;Loveresse;696;BE;7.2361409;47.2421478;fr
Moutier;2740;0;Moutier;700;BE;7.3721573;47.2804894;fr
Perrefitte;2742;0;Perrefitte;701;BE;7.3419000;47.2747406;fr
Reconvilier;2732;0;Reconvilier;703;BE;7.2272971;47.2352507;fr
Roches BE;2762;0;Roches (BE);704;BE;7.3825311;47.3020599;fr
Le Fuet;2712;0;Saicourt;706;BE;7.1845550;47.2442266;fr
Bellelay;2713;0;Saicourt;706;BE;7.1683103;47.2639659;fr
Saicourt;2732;2;Saicourt;706;BE;7.2075788;47.2429826;fr
Saules BE;2732;3;Saules (BE);707;BE;7.2188917;47.2449248;fr
Schelten;2827;2;Schelten;708;BE;7.5512763;47.3319959;de
Seehof;2747;2;Seehof;709;BE;7.5249648;47.3046731;de
Sorvilier;2736;0;Sorvilier;711;BE;7.3056623;47.2394164;fr
Tavannes;2710;0;Tavannes;713;BE;7.1973954;47.2214997;fr
La Tanne;2720;2;Tavannes;713;BE;7.1554642;47.2205779;fr
Rebévelier;2717;2;Rebévelier;715;BE;7.1926049;47.2911579;fr
Châtelat;2715;1;Petit-Val;716;BE;7.1944223;47.2720601;fr
Monible;2715;2;Petit-Val;716;BE;7.2002568;47.2763344;fr
Sornetan;2716;0;Petit-Val;716;BE;7.2139560;47.2740573;fr
Fornet-Dessous;2717;0;Petit-Val;716;BE;7.1731078;47.2802677;fr
Souboz;2748;0;Petit-Val;716;BE;7.2432255;47.2741314;fr
Les Ecorcheresses;2748;2;Petit-Val;716;BE;7.2796393;47.2767976;fr
Pontenet;2733;0;Valbirse;717;BE;7.2544320;47.2389238;fr
Bévilard;2735;2;Valbirse;717;BE;7.2877445;47.2356517;fr
Malleray;2735;4;Valbirse;717;BE;7.2748951;47.2382818;fr
La Neuveville;2520;0;La Neuveville;723;BE;7.0970547;47.0644542;fr
Nods;2518;0;Nods;724;BE;7.0803011;47.1123079;fr
Prêles;2515;0;Plateau de Diesse;726;BE;7.1298792;47.0993229;fr
Lamboing;2516;0;Plateau de Diesse;726;BE;7.1363564;47.1173569;fr
Diesse;2517;0;Plateau de Diesse;726;BE;7.1174239;47.1122608;fr
Aegerten;2558;0;Aegerten;731;BE;7.2916508;47.1211494;de
Bellmund;2564;0;Bellmund;732;BE;7.2453898;47.1069908;de
Brügg BE;2555;0;Brügg;733;BE;7.2781209;47.1235401;de
Bühl b. Aarberg;3274;2;Bühl;734;BE;7.2465537;47.0697919;de
Epsach;3272;2;Epsach;735;BE;7.2217275;47.0704671;de
Hagneck;2575;2;Hagneck;736;BE;7.1879623;47.0581333;de
Hermrigen;3274;0;Hermrigen;737;BE;7.2439612;47.0814467;de
Jens;2565;0;Jens;738;BE;7.2635843;47.0963203;de
Ipsach;2563;0;Ipsach;739;BE;7.2352224;47.1172600;de
Ligerz;2514;0;Ligerz;740;BE;7.1353923;47.0858502;de
Merzligen;3274;3;Merzligen;741;BE;7.2543451;47.0876425;de
Mörigen;2572;2;Mörigen;742;BE;7.2119542;47.0843218;de
Nidau;2560;0;Nidau;743;BE;7.2405563;47.1250401;de
Orpund;2552;0;Orpund;744;BE;7.3128357;47.1372408;de
Port;2562;0;Port;745;BE;7.2554186;47.1172231;de
Safnern;2553;0;Safnern;746;BE;7.3277776;47.1503484;de
Scheuren;2556;0;Scheuren;747;BE;7.3208956;47.1347107;de
Schwadernau;2556;2;Schwadernau;748;BE;7.3077809;47.1277998;de
Studen BE;2557;0;Studen (BE);749;BE;7.3032390;47.1130484;de
Sutz;2572;0;Sutz-Lattrigen;750;BE;7.2169051;47.1039937;de
Täuffelen;2575;0;Täuffelen;751;BE;7.1986834;47.0650863;de
Gerolfingen;2575;1;Täuffelen;751;BE;7.2012648;47.0750090;de
Walperswil;3272;0;Walperswil;754;BE;7.2300812;47.0591700;de
Worben;3252;0;Worben;755;BE;7.2922748;47.1001322;de
Tüscherz-Alfermée;2512;0;Twann-Tüscherz;756;BE;7.1957765;47.1156004;de
Twann;2513;0;Twann-Tüscherz;756;BE;7.1598853;47.0953314;de
Därstetten;3763;0;Därstetten;761;BE;7.4957105;46.6587912;de
Weissenburg;3764;0;Därstetten;761;BE;7.4756001;46.6584997;de
Oey;3753;0;Diemtigen;762;BE;7.5794114;46.6599181;de
Diemtigen;3754;0;Diemtigen;762;BE;7.5661157;46.6493858;de
Horboden;3755;0;Diemtigen;762;BE;7.5641871;46.6303927;de
Zwischenflüh;3756;0;Diemtigen;762;BE;7.5155961;46.6074455;de
Schwenden im Diemtigtal;3757;0;Diemtigen;762;BE;7.4870960;46.5751171;de
Latterbach;3758;0;Erlenbach im Simmental;763;BE;7.5780669;46.6640764;de
Erlenbach im Simmental;3762;0;Erlenbach im Simmental;763;BE;7.5520854;46.6609668;de
Oberwil im Simmental;3765;0;Oberwil im Simmental;766;BE;7.4325767;46.6573579;de
Reutigen;3647;0;Reutigen;767;BE;7.6194951;46.6931819;de
Gwatt (Thun);3645;0;Spiez;768;BE;7.6270855;46.7184185;de
Einigen;3646;0;Spiez;768;BE;7.6460181;46.7094328;de
Spiez;3700;0;Spiez;768;BE;7.6771697;46.6907269;de
Hondrich;3702;0;Spiez;768;BE;7.6804154;46.6723780;de
Faulensee;3705;0;Spiez;768;BE;7.7026311;46.6761421;de
Wimmis;3752;0;Wimmis;769;BE;7.6352912;46.6729735;de
Höfen b. Thun;3631;0;Stocken-Höfen;770;BE;7.5637430;46.7231847;de
Niederstocken;3632;2;Stocken-Höfen;770;BE;7.5730903;46.7105495;de
Oberstocken;3632;3;Stocken-Höfen;770;BE;7.5544034;46.7157886;de
Guttannen;3864;0;Guttannen;782;BE;8.2897371;46.6550042;de
Hasliberg Hohfluh;6083;0;Hasliberg;783;BE;8.1739563;46.7515974;de
Hasliberg Wasserwendi;6084;0;Hasliberg;783;BE;8.1972507;46.7466526;de
Hasliberg Goldern;6085;0;Hasliberg;783;BE;8.1985897;46.7396253;de
Hasliberg Reuti;6086;0;Hasliberg;783;BE;8.2091689;46.7327563;de
Innertkirchen;3862;0;Innertkirchen;784;BE;8.2307804;46.7063715;de
Gadmen;3863;0;Innertkirchen;784;BE;8.3529554;46.7383333;de
Unterbach BE;3857;0;Meiringen;785;BE;8.1121476;46.7391852;de
Meiringen;3860;0;Meiringen;785;BE;8.1891858;46.7294491;de
Brünig;3860;4;Meiringen;785;BE;8.1381955;46.7575724;de
Rosenlaui;3860;2;Schattenhalb;786;BE;8.1539011;46.6795808;de
Schattenhalb;3860;3;Schattenhalb;786;BE;8.1903404;46.7070063;de
Boltigen;3766;0;Boltigen;791;BE;7.3942669;46.6303984;de
Lenk im Simmental;3775;0;Lenk;792;BE;7.4408957;46.4564628;de
St. Stephan;3772;0;St. Stephan;793;BE;7.4003181;46.5055198;de
Matten (St. Stephan);3773;0;St. Stephan;793;BE;7.4215745;46.4937526;de
Zweisimmen;3770;0;Zweisimmen;794;BE;7.3718318;46.5520167;de
Blankenburg;3771;0;Zweisimmen;794;BE;7.3894797;46.5415163;de
